user,status,response_time
59653,"200,",331 ms
85643,"200,",304 ms
227916,"200,",414 ms
70440,"200,",297 ms
44951,"200,",410 ms
163072,"200,",278 ms
103543,"200,",344 ms
157302,"200,",353 ms
120456,"200,",410 ms
102916,"200,",424 ms
204613,"200,",427 ms
295696,"200,",458 ms
129834,"200,",511 ms
198060,"200,",407 ms
94224,"200,",532 ms
100919,"200,",497 ms
104869,"200,",489 ms
238149,"200,",594 ms
49872,"200,",257 ms
140028,"200,",313 ms
241060,"200,",385 ms
69288,"200,",407 ms
191512,"200,",409 ms
61955,"200,",428 ms
203725,"200,",420 ms
91361,"200,",443 ms
28835,"200,",341 ms
195140,"200,",446 ms
112129,"200,",375 ms
172146,"200,",340 ms
186755,"200,",457 ms
165780,"200,",448 ms
87065,"200,",431 ms
127248,"200,",395 ms
154313,"200,",420 ms
56975,"200,",470 ms
3264,"200,",479 ms
37962,"200,",326 ms
168536,"200,",464 ms
92730,"200,",406 ms
94019,"200,",460 ms
128760,"200,",456 ms
241041,"200,",471 ms
47995,"200,",467 ms
3011,"200,",367 ms
229851,"200,",410 ms
215924,"200,",436 ms
91211,"200,",444 ms
60599,"200,",476 ms
80116,"200,",475 ms
306179,"200,",476 ms
47418,"200,",516 ms
13581,"0,",574 ms
269121,"200,",529 ms
181394,"200,",539 ms
288663,"200,",407 ms
64015,"200,",423 ms
158651,"200,",346 ms
28372,"200,",442 ms
135074,"200,",398 ms
9112,"200,",407 ms
83785,"200,",381 ms
28866,"200,",354 ms
219546,"200,",330 ms
244099,"200,",447 ms
71960,"200,",460 ms
168081,"200,",458 ms
33992,"200,",459 ms
56326,"200,",517 ms
37161,"0,",248 ms
